## Cluster data 
Fraction	Trial	Configuration #	#DDT	DDT Fraction	#PEG	PEG Fraction	Total Fraction of Surface Covered
0.40	2	10	[82]	[0.566]	[8, 44, 2]	[0.041, 0.296, 0.011]	0.9144
0.40	3	1	[24, 58]	[0.166, 0.390]	[1, 7, 1, 16, 2, 27]	[0.003, 0.044, 0.006, 0.099, 0.014, 0.174]	0.8950
0.40	3	2	[57, 25]	[0.390, 0.169]	[15, 7, 28, 1, 2, 1]	[0.097, 0.036, 0.185, 0.003, 0.011, 0.003]	0.8923
0.40	3	3	[25, 57]	[0.166, 0.387]	[1, 15, 28, 1, 7, 2]	[0.003, 0.102, 0.180, 0.003, 0.041, 0.014]	0.8950
0.40	3	4	[57, 25]	[0.384, 0.171]	[15, 2, 7, 1, 28, 1]	[0.102, 0.014, 0.044, 0.003, 0.180, 0.003]	0.9006
0.40	3	5	[57, 25]	[0.384, 0.169]	[28, 15, 7, 2, 1, 1]	[0.182, 0.099, 0.044, 0.014, 0.003, 0.003]	0.8978
0.40	3	6	[25, 1, 56]	[0.169, 0.008, 0.378]	[27, 2, 16, 1, 7, 1]	[0.174, 0.014, 0.110, 0.006, 0.044, 0.003]	0.9061
0.40	3	7	[55, 1, 26]	[0.370, 0.006, 0.174]	[27, 2, 17, 1, 7]	[0.174, 0.014, 0.119, 0.003, 0.041]	0.9006
0.40	3	8	[1, 26, 55]	[0.006, 0.177, 0.373]	[1, 2, 7, 27, 17]	[0.003, 0.014, 0.039, 0.177, 0.113]	0.9006
0.40	3	9	[26, 1, 55]	[0.177, 0.006, 0.378]	[1, 7, 27, 17, 2]	[0.003, 0.041, 0.177, 0.116, 0.014]	0.9116
0.40	3	10	[1, 26, 1, 54]	[0.006, 0.180, 0.008, 0.367]	[17, 27, 2, 1, 7]	[0.116, 0.177, 0.014, 0.003, 0.041]	0.9116
0.40	4	1	[82]	[0.552]	[1, 2, 51]	[0.008, 0.011, 0.326]	0.8978
0.40	4	2	[15, 67]	[0.110, 0.453]	[36, 13, 3, 1, 1]	[0.232, 0.077, 0.019, 0.006, 0.008]	0.9061
0.40	4	3	[15, 67]	[0.105, 0.456]	[36, 13, 3, 1, 1]	[0.218, 0.080, 0.019, 0.008, 0.008]	0.8950
0.40	4	4	[15, 67]	[0.099, 0.456]	[1, 13, 3, 36, 1]	[0.006, 0.080, 0.014, 0.224, 0.008]	0.8867
0.40	4	5	[67, 15]	[0.459, 0.102]	[3, 35, 1, 15]	[0.019, 0.218, 0.008, 0.091]	0.8978
0.40	4	6	[15, 67]	[0.102, 0.459]	[15, 36, 3]	[0.091, 0.224, 0.019]	0.8950
0.40	4	7	[15, 67]	[0.102, 0.470]	[8, 3, 36, 7]	[0.044, 0.017, 0.221, 0.050]	0.9033
0.40	4	8	[15, 67]	[0.105, 0.467]	[36, 15, 3]	[0.213, 0.091, 0.017]	0.8923
0.40	4	9	[67, 15]	[0.464, 0.102]	[3, 15, 36]	[0.019, 0.097, 0.221]	0.9033
0.40	4	10	[67, 15]	[0.461, 0.108]	[3, 15, 36]	[0.019, 0.094, 0.218]	0.9006
0.40	5	1	[32, 50]	[0.224, 0.331]	[14, 40]	[0.094, 0.262]	0.9116
0.40	5	2	[50, 32]	[0.326, 0.227]	[12, 40, 2]	[0.080, 0.273, 0.014]	0.9199
0.40	5	3	[32, 50]	[0.221, 0.334]	[14, 40]	[0.094, 0.262]	0.9116
0.40	5	4	[32, 50]	[0.224, 0.334]	[14, 40]	[0.094, 0.260]	0.9116
0.40	5	5	[50, 32]	[0.340, 0.224]	[40, 14]	[0.251, 0.094]	0.9088
0.40	5	6	[32, 50]	[0.224, 0.331]	[2, 12, 40]	[0.014, 0.080, 0.262]	0.9116
0.40	5	7	[50, 32]	[0.334, 0.229]	[40, 14]	[0.260, 0.091]	0.9144
0.40	5	8	[50, 32]	[0.326, 0.235]	[14, 40]	[0.091, 0.251]	0.9033
0.40	5	9	[50, 32]	[0.337, 0.227]	[40, 14]	[0.246, 0.088]	0.8978
0.40	5	10	[32, 50]	[0.229, 0.340]	[12, 2, 40]	[0.083, 0.014, 0.251]	0.9171
0.40	6	1	[81, 1]	[0.544, 0.008]	[2, 1, 51]	[0.008, 0.008, 0.337]	0.9061
0.40	6	2	[1, 81]	[0.008, 0.544]	[1, 51, 2]	[0.006, 0.345, 0.006]	0.9088
0.40	6	3	[81, 1]	[0.541, 0.008]	[51, 2, 1]	[0.334, 0.011, 0.006]	0.9006
0.40	6	4	[1, 64, 17]	[0.008, 0.428, 0.116]	[1, 51, 2]	[0.008, 0.329, 0.011]	0.9006
0.40	6	5	[64, 17, 1]	[0.425, 0.113, 0.008]	[54]	[0.359]	0.9061
0.40	6	6	[1, 17, 64]	[0.008, 0.116, 0.431]	[54]	[0.362]	0.9171
0.40	6	7	[64, 18]	[0.425, 0.124]	[4, 50]	[0.022, 0.331]	0.9033
0.40	6	8	[18, 1, 63]	[0.119, 0.008, 0.412]	[4, 50]	[0.025, 0.337]	0.9006
0.40	6	9	[18, 64]	[0.119, 0.425]	[50, 4]	[0.334, 0.028]	0.9061
0.40	6	10	[64, 18]	[0.425, 0.122]	[4, 50]	[0.028, 0.329]	0.9033
0.40	1	1	[78, 4]	[0.525, 0.030]	[51, 1, 2]	[0.331, 0.006, 0.017]	0.9088
0.40	1	2	[4, 78]	[0.028, 0.517]	[2, 1, 51]	[0.017, 0.006, 0.337]	0.9033
0.40	1	3	[4, 78]	[0.030, 0.519]	[1, 2, 51]	[0.006, 0.017, 0.337]	0.9088
0.40	1	4	[4, 78]	[0.028, 0.530]	[2, 1, 50, 1]	[0.011, 0.006, 0.309, 0.003]	0.8867
0.40	1	5	[1, 4, 77]	[0.008, 0.028, 0.522]	[51, 2, 1]	[0.320, 0.014, 0.008]	0.9006
0.40	1	6	[78, 4]	[0.536, 0.030]	[1, 3, 50]	[0.008, 0.017, 0.323]	0.9144
0.40	1	7	[78, 4]	[0.533, 0.030]	[3, 50, 1]	[0.014, 0.312, 0.006]	0.8950
0.40	1	8	[4, 78]	[0.030, 0.536]	[1, 3, 50]	[0.006, 0.017, 0.315]	0.9033
0.40	1	9	[78, 4]	[0.528, 0.030]	[50, 1, 3]	[0.320, 0.006, 0.019]	0.9033
0.40	1	10	[78, 4]	[0.533, 0.033]	[3, 49, 1, 1]	[0.017, 0.307, 0.008, 0.006]	0.9033
0.40	2	1	[74, 8]	[0.500, 0.055]	[1, 53]	[0.006, 0.337]	0.8978
0.40	2	2	[74, 8]	[0.497, 0.061]	[1, 53]	[0.008, 0.343]	0.9088
0.40	2	3	[74, 8]	[0.503, 0.055]	[1, 53]	[0.006, 0.331]	0.8950
0.40	2	4	[8, 74]	[0.061, 0.500]	[1, 53]	[0.008, 0.340]	0.9088
0.40	2	5	[8, 74]	[0.061, 0.497]	[1, 53]	[0.008, 0.340]	0.9061
0.40	2	6	[8, 74]	[0.052, 0.503]	[1, 53]	[0.008, 0.337]	0.9006
0.40	2	7	[8, 74]	[0.058, 0.500]	[53, 1]	[0.331, 0.008]	0.8978
0.40	2	8	[74, 8]	[0.500, 0.061]	[52, 1, 1]	[0.329, 0.006, 0.006]	0.9006
0.40	2	9	[74, 8]	[0.492, 0.055]	[1, 52, 1]	[0.006, 0.340, 0.006]	0.8978
0.40	2	10	[8, 74]	[0.061, 0.497]	[52, 1, 1]	[0.337, 0.006, 0.006]	0.9061
0.40	3	1	[69, 1, 12]	[0.464, 0.008, 0.080]	[53, 1]	[0.345, 0.006]	0.9033
0.40	3	2	[13, 69]	[0.088, 0.472]	[1, 53]	[0.006, 0.340]	0.9061
0.40	3	3	[69, 13]	[0.464, 0.091]	[1, 53]	[0.006, 0.331]	0.8923
0.40	3	4	[13, 69]	[0.091, 0.470]	[1, 53]	[0.006, 0.320]	0.8867
0.40	3	5	[13, 69]	[0.091, 0.470]	[53, 1]	[0.329, 0.008]	0.8978
0.40	3	6	[13, 69]	[0.088, 0.464]	[53, 1]	[0.337, 0.008]	0.8978
0.40	3	7	[69, 13]	[0.456, 0.088]	[1, 53]	[0.006, 0.340]	0.8895
0.40	3	8	[13, 69]	[0.086, 0.453]	[53, 1]	[0.343, 0.008]	0.8895
0.40	3	9	[69, 13]	[0.461, 0.088]	[1, 53]	[0.008, 0.340]	0.8978
0.40	3	10	[13, 69]	[0.091, 0.459]	[53, 1]	[0.340, 0.008]	0.8978
0.40	4	1	[53, 29]	[0.345, 0.188]	[7, 47]	[0.050, 0.312]	0.8950
0.40	4	2	[53, 29]	[0.348, 0.196]	[7, 47]	[0.047, 0.307]	0.8978
0.40	4	3	[53, 29]	[0.334, 0.202]	[46, 7, 1]	[0.301, 0.047, 0.006]	0.8895
0.40	4	4	[29, 53]	[0.199, 0.351]	[7, 1, 46]	[0.044, 0.006, 0.298]	0.8978
0.40	4	5	[29, 53]	[0.204, 0.351]	[7, 1, 46]	[0.039, 0.006, 0.301]	0.9006
0.40	4	6	[53, 29]	[0.348, 0.204]	[46, 7, 1]	[0.301, 0.044, 0.006]	0.9033
0.40	4	7	[29, 53]	[0.199, 0.351]	[7, 1, 46]	[0.041, 0.006, 0.301]	0.8978
0.40	4	8	[29, 53]	[0.193, 0.345]	[7, 1, 46]	[0.044, 0.006, 0.301]	0.8895
0.40	4	9	[53, 29]	[0.356, 0.196]	[7, 1, 46]	[0.047, 0.006, 0.296]	0.9006
0.40	4	10	[53, 28, 1]	[0.348, 0.199, 0.008]	[1, 7, 46]	[0.006, 0.041, 0.296]	0.8978
0.40	5	1	[82]	[0.566]	[42, 1, 9, 1, 1]	[0.273, 0.008, 0.058, 0.006, 0.006]	0.9171
0.40	5	2	[82]	[0.558]	[42, 1, 9, 1, 1]	[0.271, 0.008, 0.061, 0.008, 0.003]	0.9088
0.40	5	3	[82]	[0.555]	[1, 2, 40, 9, 1, 1]	[0.008, 0.014, 0.249, 0.061, 0.006, 0.008]	0.9006
0.40	5	4	[82]	[0.541]	[40, 2, 1, 9, 1, 1]	[0.257, 0.014, 0.006, 0.064, 0.008, 0.008]	0.8978
0.40	5	5	[82]	[0.539]	[9, 1, 1, 1, 40, 2]	[0.055, 0.008, 0.008, 0.006, 0.262, 0.014]	0.8923
0.40	5	6	[82]	[0.547]	[9, 40, 2, 1, 1, 1]	[0.055, 0.251, 0.014, 0.006, 0.008, 0.006]	0.8867
0.40	5	7	[82]	[0.541]	[1, 2, 40, 1, 9, 1]	[0.008, 0.011, 0.260, 0.008, 0.061, 0.006]	0.8950
0.40	5	8	[82]	[0.550]	[1, 1, 9, 40, 1, 2]	[0.008, 0.003, 0.064, 0.254, 0.008, 0.014]	0.9006
0.40	5	9	[82]	[0.552]	[1, 1, 2, 9, 40, 1]	[0.008, 0.006, 0.014, 0.061, 0.243, 0.008]	0.8923
0.40	5	10	[82]	[0.550]	[1, 1, 1, 40, 9, 2]	[0.008, 0.008, 0.006, 0.254, 0.061, 0.014]	0.9006
0.40	6	1	[82]	[0.544]	[1, 1, 51, 1]	[0.006, 0.008, 0.331, 0.003]	0.8923
0.40	6	2	[82]	[0.552]	[51, 1, 1, 1]	[0.337, 0.006, 0.006, 0.008]	0.9088
0.40	6	3	[82]	[0.541]	[1, 51, 1, 1]	[0.006, 0.334, 0.008, 0.006]	0.8950
0.40	6	4	[82]	[0.555]	[1, 1, 51, 1]	[0.006, 0.006, 0.326, 0.006]	0.8978
0.40	6	5	[82]	[0.539]	[1, 51, 1, 1]	[0.006, 0.334, 0.006, 0.006]	0.8895
0.40	6	6	[81, 1]	[0.541, 0.006]	[50, 1, 1, 1, 1]	[0.331, 0.006, 0.006, 0.006, 0.006]	0.9006
0.40	6	7	[1, 81]	[0.008, 0.533]	[50, 1, 1, 1, 1]	[0.337, 0.006, 0.006, 0.006, 0.006]	0.9006
0.40	6	8	[81, 1]	[0.536, 0.006]	[1, 1, 50, 1, 1]	[0.006, 0.006, 0.329, 0.006, 0.006]	0.8923
0.40	6	9	[1, 81]	[0.006, 0.541]	[1, 1, 1, 50, 1]	[0.006, 0.006, 0.006, 0.340, 0.006]	0.9088
0.40	6	10	[1, 81]	[0.008, 0.541]	[50, 1, 1, 1, 1]	[0.326, 0.006, 0.006, 0.006, 0.006]	0.8978
0.40	1	1	[1, 81]	[0.008, 0.555]	[1, 51, 2]	[0.006, 0.312, 0.014]	0.8950
0.40	1	2	[82]	[0.564]	[52, 2]	[0.331, 0.014]	0.9088
0.40	1	3	[82]	[0.569]	[1, 51, 2]	[0.006, 0.323, 0.014]	0.9116
0.40	1	4	[82]	[0.572]	[1, 49, 2, 2]	[0.006, 0.307, 0.008, 0.011]	0.9033
0.40	1	5	[82]	[0.564]	[2, 49, 1, 2]	[0.008, 0.323, 0.006, 0.011]	0.9116
0.40	1	6	[82]	[0.558]	[2, 2, 50]	[0.008, 0.014, 0.331]	0.9116
0.40	1	7	[82]	[0.555]	[1, 2, 49, 2]	[0.006, 0.008, 0.318, 0.011]	0.8978
0.40	1	8	[82]	[0.552]	[49, 2, 1, 2]	[0.320, 0.014, 0.006, 0.008]	0.9006
0.40	1	9	[82]	[0.564]	[2, 49, 1, 2]	[0.008, 0.315, 0.006, 0.011]	0.9033
0.40	1	10	[82]	[0.550]	[2, 1, 49, 2]	[0.011, 0.006, 0.318, 0.014]	0.8978
0.40	2	1	[63, 19]	[0.417, 0.130]	[4, 2, 47, 1]	[0.025, 0.011, 0.307, 0.008]	0.8978
0.40	2	2	[82]	[0.555]	[4, 48, 2]	[0.025, 0.307, 0.008]	0.8950
0.40	2	3	[82]	[0.544]	[47, 4, 2, 1]	[0.298, 0.025, 0.014, 0.008]	0.8895
0.40	2	4	[63, 19]	[0.420, 0.130]	[4, 2, 48]	[0.022, 0.011, 0.315]	0.8978
0.40	2	5	[82]	[0.550]	[4, 2, 48]	[0.022, 0.011, 0.315]	0.8978
0.40	2	6	[82]	[0.561]	[2, 47, 1, 4]	[0.011, 0.304, 0.006, 0.028]	0.9088
0.40	2	7	[82]	[0.544]	[48, 2, 4]	[0.307, 0.011, 0.030]	0.8923
0.40	2	8	[82]	[0.547]	[4, 48, 2]	[0.025, 0.312, 0.014]	0.8978
0.40	2	9	[19, 63]	[0.124, 0.417]	[48, 2, 4]	[0.320, 0.011, 0.025]	0.8978
0.40	2	10	[82]	[0.550]	[48, 2, 4]	[0.315, 0.011, 0.025]	0.9006
0.40	3	1	[82]	[0.561]	[50, 1, 1, 1, 1]	[0.326, 0.006, 0.006, 0.008, 0.006]	0.9116
0.40	3	2	[82]	[0.550]	[1, 1, 1, 50, 1]	[0.006, 0.008, 0.006, 0.329, 0.006]	0.9033
0.40	3	3	[82]	[0.564]	[1, 1, 50, 1, 1]	[0.003, 0.006, 0.323, 0.006, 0.008]	0.9088
0.40	3	4	[82]	[0.564]	[1, 1, 1, 2, 49]	[0.006, 0.006, 0.003, 0.011, 0.318]	0.9061
0.40	3	5	[82]	[0.561]	[1, 2, 1, 49, 1]	[0.006, 0.011, 0.006, 0.315, 0.006]	0.9033
0.40	3	6	[82]	[0.558]	[49, 2, 2, 1]	[0.312, 0.011, 0.011, 0.006]	0.8978
0.40	3	7	[82]	[0.552]	[49, 2, 2, 1]	[0.320, 0.011, 0.011, 0.006]	0.9006
0.40	3	8	[82]	[0.558]	[2, 2, 1, 49]	[0.008, 0.011, 0.006, 0.315]	0.8978
0.40	3	9	[82]	[0.555]	[2, 2, 49, 1]	[0.011, 0.011, 0.318, 0.006]	0.9006
0.40	3	10	[82]	[0.558]	[2, 1, 1, 2, 1, 47]	[0.011, 0.003, 0.006, 0.011, 0.006, 0.304]	0.8978
0.40	4	1	[28, 54]	[0.180, 0.370]	[39, 1, 7, 7]	[0.254, 0.008, 0.044, 0.044]	0.9006
0.40	4	2	[54, 28]	[0.367, 0.180]	[7, 7, 1, 39]	[0.047, 0.044, 0.008, 0.254]	0.9006
0.40	4	3	[28, 54]	[0.171, 0.367]	[1, 39, 7, 7]	[0.008, 0.257, 0.044, 0.044]	0.8923
0.40	4	4	[28, 54]	[0.180, 0.378]	[7, 39, 8]	[0.044, 0.260, 0.052]	0.9144
0.40	4	5	[29, 53]	[0.188, 0.367]	[7, 8, 1, 38]	[0.047, 0.050, 0.008, 0.249]	0.9088
0.40	4	6	[29, 53]	[0.185, 0.367]	[1, 8, 38, 7]	[0.008, 0.050, 0.251, 0.047]	0.9088
0.40	4	7	[29, 53]	[0.191, 0.370]	[8, 38, 7, 1]	[0.050, 0.238, 0.047, 0.008]	0.9033
0.40	4	8	[29, 53]	[0.191, 0.370]	[17, 37]	[0.110, 0.235]	0.9061
0.40	4	9	[53, 29]	[0.367, 0.196]	[16, 37, 1]	[0.108, 0.238, 0.006]	0.9144
0.40	4	10	[53, 29]	[0.370, 0.199]	[37, 16, 1]	[0.229, 0.102, 0.006]	0.9061
0.40	5	1	[82]	[0.566]	[1, 1, 42, 8, 2]	[0.008, 0.006, 0.268, 0.052, 0.011]	0.9116
0.40	5	2	[82]	[0.564]	[1, 42, 1, 2, 8]	[0.006, 0.265, 0.006, 0.011, 0.052]	0.9033
0.40	5	3	[82]	[0.561]	[1, 2, 1, 8, 42]	[0.006, 0.011, 0.008, 0.052, 0.265]	0.9033
0.40	5	4	[82]	[0.572]	[8, 1, 2, 42, 1]	[0.052, 0.006, 0.011, 0.265, 0.008]	0.9144
0.40	5	5	[82]	[0.566]	[2, 8, 1, 42, 1]	[0.008, 0.052, 0.008, 0.268, 0.006]	0.9088
0.40	5	6	[82]	[0.561]	[42, 1, 8, 2, 1]	[0.273, 0.006, 0.052, 0.008, 0.008]	0.9088
0.40	5	7	[82]	[0.561]	[1, 42, 1, 8, 2]	[0.006, 0.271, 0.008, 0.052, 0.011]	0.9088
0.40	5	8	[82]	[0.566]	[1, 8, 2, 1, 42]	[0.006, 0.047, 0.011, 0.008, 0.268]	0.9061
0.40	5	9	[82]	[0.564]	[1, 1, 42, 2, 8]	[0.006, 0.008, 0.262, 0.014, 0.050]	0.9033
0.40	5	10	[82]	[0.555]	[8, 1, 1, 2, 42]	[0.050, 0.008, 0.006, 0.011, 0.268]	0.8978
0.40	6	1	[81, 1]	[0.555, 0.006]	[21, 2, 1, 3, 27]	[0.127, 0.014, 0.008, 0.019, 0.182]	0.9116
0.40	6	2	[81, 1]	[0.561, 0.006]	[2, 1, 26, 3, 21, 1]	[0.014, 0.006, 0.169, 0.017, 0.138, 0.006]	0.9144
0.40	6	3	[1, 57, 24]	[0.006, 0.392, 0.166]	[1, 29, 21, 3]	[0.006, 0.188, 0.135, 0.019]	0.9116
0.40	6	4	[57, 1, 24]	[0.390, 0.008, 0.166]	[3, 1, 21, 26, 3]	[0.017, 0.006, 0.138, 0.169, 0.022]	0.9144
0.40	6	5	[1, 81]	[0.006, 0.552]	[3, 21, 2, 1, 27]	[0.019, 0.135, 0.014, 0.006, 0.182]	0.9144
0.40	6	6	[57, 24, 1]	[0.392, 0.166, 0.008]	[21, 27, 2, 1, 3]	[0.130, 0.180, 0.014, 0.006, 0.019]	0.9144
0.40	6	7	[24, 1, 57]	[0.169, 0.006, 0.392]	[27, 1, 3, 21, 2]	[0.180, 0.006, 0.019, 0.135, 0.014]	0.9199
0.40	6	8	[24, 57, 1]	[0.166, 0.390, 0.008]	[26, 3, 21, 1, 1, 2]	[0.171, 0.019, 0.135, 0.006, 0.008, 0.014]	0.9171
0.40	6	9	[1, 81]	[0.008, 0.555]	[1, 26, 3, 3, 21]	[0.008, 0.166, 0.022, 0.019, 0.133]	0.9116
0.40	6	10	[1, 57, 24]	[0.008, 0.387, 0.174]	[21, 3, 27, 2, 1]	[0.130, 0.019, 0.180, 0.014, 0.003]	0.9144
0.50	1	1	[1, 51, 16, 2]	[0.006, 0.343, 0.102, 0.014]	[1, 69]	[0.003, 0.448]	0.9144
0.50	1	2	[1, 2, 16, 51]	[0.008, 0.014, 0.110, 0.345]	[70]	[0.445]	0.9227
0.50	1	3	[51, 2, 1, 16]	[0.343, 0.014, 0.006, 0.108]	[70]	[0.448]	0.9171
0.50	1	4	[1, 51, 2, 16]	[0.006, 0.340, 0.014, 0.108]	[70]	[0.448]	0.9144
0.50	1	5	[51, 2, 16, 1]	[0.340, 0.014, 0.105, 0.008]	[70]	[0.445]	0.9116
0.50	1	6	[51, 16, 1, 2]	[0.329, 0.108, 0.008, 0.014]	[1, 69]	[0.008, 0.436]	0.9033
0.50	1	7	[2, 16, 1, 51]	[0.014, 0.108, 0.008, 0.343]	[1, 69]	[0.006, 0.439]	0.9171
0.50	1	8	[2, 1, 16, 51]	[0.014, 0.006, 0.110, 0.340]	[69, 1]	[0.450, 0.006]	0.9254
0.50	1	9	[51, 1, 16, 2]	[0.337, 0.008, 0.105, 0.014]	[69, 1]	[0.436, 0.006]	0.9061
0.50	1	10	[16, 1, 2, 51]	[0.108, 0.008, 0.014, 0.337]	[70]	[0.436]	0.9033
0.50	2	1	[70]	[0.459]	[1, 1, 67, 1]	[0.006, 0.006, 0.448, 0.006]	0.9227
0.50	2	2	[70]	[0.450]	[1, 67, 1, 1]	[0.006, 0.439, 0.006, 0.006]	0.9061
0.50	2	3	[70]	[0.448]	[1, 67, 1, 1]	[0.006, 0.453, 0.006, 0.006]	0.9171
0.50	2	4	[70]	[0.461]	[1, 67, 1, 1]	[0.006, 0.442, 0.006, 0.006]	0.9199
0.50	2	5	[70]	[0.453]	[1, 1, 67, 1]	[0.006, 0.006, 0.453, 0.006]	0.9227
0.50	2	6	[70]	[0.459]	[67, 1, 1, 1]	[0.456, 0.006, 0.003, 0.006]	0.9282
0.50	2	7	[70]	[0.459]	[67, 1, 1, 1]	[0.450, 0.006, 0.006, 0.006]	0.9254
0.50	2	8	[70]	[0.456]	[1, 67, 1, 1]	[0.008, 0.445, 0.006, 0.006]	0.9199
0.50	2	9	[70]	[0.453]	[67, 1, 1, 1]	[0.445, 0.006, 0.006, 0.006]	0.9144
0.50	2	10	[70]	[0.461]	[1, 67, 1, 1]	[0.006, 0.445, 0.006, 0.006]	0.9227
0.50	3	1	[70]	[0.456]	[6, 1, 4, 59]	[0.036, 0.006, 0.022, 0.387]	0.9061
0.50	3	2	[70]	[0.464]	[1, 59, 6, 4]	[0.006, 0.381, 0.036, 0.022]	0.9088
0.50	3	3	[70]	[0.464]	[4, 6, 59, 1]	[0.022, 0.039, 0.384, 0.006]	0.9144
0.50	3	4	[70]	[0.461]	[6, 4, 1, 58, 1]	[0.036, 0.022, 0.008, 0.378, 0.006]	0.9116
0.50	3	5	[70]	[0.461]	[1, 4, 6, 1, 58]	[0.006, 0.022, 0.033, 0.006, 0.378]	0.9061
0.50	3	6	[70]	[0.467]	[4, 58, 6, 1, 1]	[0.022, 0.378, 0.036, 0.003, 0.006]	0.9116
0.50	3	7	[70]	[0.464]	[4, 1, 58, 1, 6]	[0.022, 0.006, 0.381, 0.003, 0.039]	0.9144
0.50	3	8	[70]	[0.461]	[58, 1, 6, 1, 4]	[0.384, 0.006, 0.036, 0.006, 0.022]	0.9144
0.50	3	9	[70]	[0.464]	[1, 6, 4, 58, 1]	[0.006, 0.036, 0.022, 0.384, 0.006]	0.9171
0.50	3	10	[70]	[0.461]	[6, 4, 1, 1, 58]	[0.039, 0.022, 0.006, 0.006, 0.376]	0.9088
0.50	4	1	[70]	[0.470]	[69, 1]	[0.434, 0.006]	0.9088
0.50	4	2	[70]	[0.467]	[1, 69]	[0.006, 0.448]	0.9199
0.50	4	3	[70]	[0.450]	[1, 69]	[0.006, 0.436]	0.8923
0.50	4	4	[70]	[0.461]	[69, 1]	[0.439, 0.006]	0.9061
0.50	4	5	[70]	[0.470]	[1, 69]	[0.006, 0.445]	0.9199
0.50	4	6	[70]	[0.467]	[1, 69]	[0.006, 0.436]	0.9088
0.50	4	7	[70]	[0.461]	[69, 1]	[0.445, 0.006]	0.9116
0.50	4	8	[70]	[0.464]	[68, 1, 1]	[0.434, 0.006, 0.006]	0.9088
0.50	4	9	[1, 69]	[0.008, 0.450]	[68, 1, 1]	[0.439, 0.006, 0.008]	0.9116
0.50	4	10	[69, 1]	[0.448, 0.008]	[1, 69]	[0.006, 0.450]	0.9116
0.50	5	1	[70]	[0.472]	[1, 4, 65]	[0.006, 0.025, 0.417]	0.9199
0.50	5	2	[70]	[0.470]	[4, 1, 65]	[0.028, 0.003, 0.420]	0.9199
0.50	5	3	[70]	[0.470]	[1, 65, 4]	[0.006, 0.420, 0.022]	0.9171
0.50	5	4	[70]	[0.470]	[65, 4, 1]	[0.412, 0.019, 0.006]	0.9061
0.50	5	5	[70]	[0.475]	[65, 1, 4]	[0.414, 0.003, 0.022]	0.9144
0.50	5	6	[70]	[0.467]	[1, 65, 4]	[0.006, 0.428, 0.028]	0.9282
0.50	5	7	[70]	[0.475]	[1, 64, 5]	[0.006, 0.417, 0.025]	0.9227
0.50	5	8	[70]	[0.478]	[1, 5, 64]	[0.006, 0.025, 0.414]	0.9227
0.50	5	9	[70]	[0.470]	[5, 64, 1]	[0.028, 0.406, 0.008]	0.9116
0.50	5	10	[70]	[0.478]	[64, 5, 1]	[0.417, 0.025, 0.006]	0.9254
0.50	6	1	[1, 69]	[0.008, 0.478]	[57, 13]	[0.348, 0.080]	0.9144
0.50	6	2	[1, 69]	[0.008, 0.467]	[13, 57]	[0.080, 0.351]	0.9061
0.50	6	3	[1, 69]	[0.008, 0.461]	[13, 57]	[0.080, 0.362]	0.9116
0.50	6	4	[1, 69]	[0.008, 0.475]	[13, 57]	[0.080, 0.359]	0.9227
0.50	6	5	[1, 69]	[0.008, 0.464]	[57, 13]	[0.359, 0.086]	0.9171
0.50	6	6	[69, 1]	[0.461, 0.008]	[57, 13]	[0.359, 0.083]	0.9116
0.50	6	7	[69, 1]	[0.464, 0.008]	[13, 57]	[0.083, 0.356]	0.9116
0.50	6	8	[1, 69]	[0.008, 0.453]	[57, 13]	[0.359, 0.086]	0.9061
0.50	6	9	[1, 69]	[0.008, 0.459]	[13, 57]	[0.083, 0.362]	0.9116
0.50	6	10	[1, 69]	[0.008, 0.470]	[13, 57]	[0.075, 0.365]	0.9171
0.50	1	1	[35, 35]	[0.227, 0.240]	[70]	[0.448]	0.9144
0.50	1	2	[35, 35]	[0.235, 0.229]	[70]	[0.453]	0.9171
0.50	1	3	[35, 35]	[0.224, 0.240]	[70]	[0.453]	0.9171
0.50	1	4	[35, 35]	[0.240, 0.224]	[70]	[0.453]	0.9171
0.50	1	5	[35, 35]	[0.235, 0.215]	[70]	[0.442]	0.8923
0.50	1	6	[35, 35]	[0.238, 0.221]	[70]	[0.448]	0.9061
0.50	1	7	[32, 1, 36, 1]	[0.218, 0.008, 0.229, 0.006]	[70]	[0.453]	0.9144
0.50	1	8	[1, 32, 1, 36]	[0.008, 0.213, 0.006, 0.218]	[70]	[0.448]	0.8923
0.50	1	9	[33, 1, 36]	[0.229, 0.006, 0.224]	[70]	[0.442]	0.9006
0.50	1	10	[1, 1, 36, 32]	[0.008, 0.008, 0.224, 0.213]	[70]	[0.450]	0.9033
0.50	2	1	[4, 52, 14]	[0.033, 0.334, 0.102]	[70]	[0.439]	0.9088
0.50	2	2	[4, 52, 14]	[0.033, 0.340, 0.094]	[70]	[0.442]	0.9088
0.50	2	3	[14, 52, 4]	[0.094, 0.329, 0.033]	[70]	[0.445]	0.9006
0.50	2	4	[14, 51, 4, 1]	[0.099, 0.329, 0.033, 0.008]	[70]	[0.436]	0.9061
0.50	2	5	[52, 4, 14]	[0.331, 0.030, 0.099]	[70]	[0.439]	0.9006
0.50	2	6	[4, 52, 14]	[0.028, 0.331, 0.097]	[70]	[0.450]	0.9061
0.50	2	7	[14, 4, 52]	[0.102, 0.030, 0.331]	[70]	[0.439]	0.9033
0.50	2	8	[52, 4, 14]	[0.329, 0.030, 0.099]	[70]	[0.448]	0.9061
