## Cluster data 
Fraction	Trial	Configuration #	#DDT	DDT Fraction	#PEG	PEG Fraction	Total Fraction of Surface Covered
0.80	2	5	[29, 1]	[0.185, 0.008]	[123]	[0.757]	0.9503
0.80	2	6	[29, 1]	[0.185, 0.008]	[123]	[0.751]	0.9448
0.80	2	7	[29, 1]	[0.180, 0.008]	[123]	[0.751]	0.9392
0.80	2	8	[1, 29]	[0.008, 0.185]	[123]	[0.754]	0.9475
0.80	2	9	[1, 29]	[0.008, 0.182]	[123]	[0.757]	0.9475
0.80	2	10	[1, 29]	[0.008, 0.182]	[123]	[0.757]	0.9475
0.80	3	1	[1, 18, 11]	[0.006, 0.113, 0.072]	[123]	[0.754]	0.9448
0.80	3	2	[18, 11, 1]	[0.108, 0.066, 0.008]	[123]	[0.760]	0.9420
0.80	3	3	[1, 11, 18]	[0.008, 0.072, 0.110]	[123]	[0.754]	0.9448
0.80	3	4	[11, 1, 18]	[0.072, 0.008, 0.116]	[123]	[0.746]	0.9420
0.80	3	5	[11, 1, 18]	[0.069, 0.008, 0.113]	[123]	[0.760]	0.9503
0.80	3	6	[17, 12, 1]	[0.108, 0.080, 0.006]	[123]	[0.757]	0.9503
0.80	3	7	[12, 1, 17]	[0.077, 0.008, 0.108]	[123]	[0.749]	0.9420
0.80	3	8	[12, 1, 17]	[0.080, 0.008, 0.108]	[123]	[0.751]	0.9475
0.80	3	9	[1, 17, 12]	[0.008, 0.105, 0.080]	[123]	[0.765]	0.9586
0.80	3	10	[18, 1, 11]	[0.113, 0.008, 0.075]	[123]	[0.743]	0.9392
0.80	4	1	[30]	[0.196]	[123]	[0.740]	0.9365
0.80	4	2	[30]	[0.188]	[123]	[0.749]	0.9365
0.80	4	3	[30]	[0.188]	[123]	[0.746]	0.9337
0.80	4	4	[30]	[0.193]	[123]	[0.746]	0.9392
0.80	4	5	[30]	[0.191]	[123]	[0.751]	0.9420
0.80	4	6	[29, 1]	[0.193, 0.008]	[123]	[0.740]	0.9420
0.80	4	7	[1, 29]	[0.008, 0.188]	[123]	[0.743]	0.9392
0.80	4	8	[1, 29]	[0.008, 0.188]	[123]	[0.740]	0.9365
0.80	4	9	[30]	[0.193]	[123]	[0.738]	0.9309
0.80	4	10	[30]	[0.191]	[123]	[0.740]	0.9309
0.80	5	1	[1, 19, 10]	[0.008, 0.130, 0.069]	[123]	[0.740]	0.9475
0.80	5	2	[10, 20]	[0.066, 0.127]	[123]	[0.760]	0.9530
0.80	5	3	[20, 10]	[0.124, 0.064]	[123]	[0.762]	0.9503
0.80	5	4	[20, 10]	[0.127, 0.064]	[123]	[0.757]	0.9475
0.80	5	5	[10, 20]	[0.064, 0.133]	[123]	[0.760]	0.9558
0.80	5	6	[20, 10]	[0.133, 0.066]	[123]	[0.754]	0.9530
0.80	5	7	[10, 20]	[0.064, 0.127]	[123]	[0.757]	0.9475
0.80	5	8	[20, 10]	[0.130, 0.064]	[123]	[0.765]	0.9586
0.80	5	9	[20, 10]	[0.127, 0.069]	[123]	[0.751]	0.9475
0.80	5	10	[10, 20]	[0.066, 0.127]	[123]	[0.754]	0.9475
0.80	6	1	[11, 19]	[0.077, 0.124]	[123]	[0.743]	0.9448
0.80	6	2	[11, 19]	[0.077, 0.124]	[123]	[0.749]	0.9503
0.80	6	3	[19, 11]	[0.130, 0.080]	[123]	[0.735]	0.9448
0.80	6	4	[11, 19]	[0.080, 0.127]	[123]	[0.735]	0.9420
0.80	6	5	[19, 11]	[0.122, 0.080]	[123]	[0.749]	0.9503
0.80	6	6	[19, 11]	[0.124, 0.075]	[123]	[0.746]	0.9448
0.80	6	7	[11, 19]	[0.080, 0.122]	[123]	[0.746]	0.9475
0.80	6	8	[11, 19]	[0.077, 0.119]	[123]	[0.746]	0.9420
0.80	6	9	[11, 19]	[0.077, 0.119]	[123]	[0.746]	0.9420
0.80	6	10	[19, 11]	[0.127, 0.077]	[123]	[0.740]	0.9448
0.90	1	1	[15]	[0.099]	[143]	[0.856]	0.9558
0.90	1	2	[15]	[0.097]	[143]	[0.859]	0.9558
0.90	1	3	[15]	[0.099]	[143]	[0.856]	0.9558
0.90	1	4	[15]	[0.099]	[143]	[0.862]	0.9613
0.90	1	5	[15]	[0.097]	[143]	[0.865]	0.9613
0.90	1	6	[15]	[0.097]	[143]	[0.862]	0.9586
0.90	1	7	[15]	[0.099]	[143]	[0.856]	0.9558
0.90	1	8	[15]	[0.099]	[143]	[0.854]	0.9530
0.90	1	9	[15]	[0.099]	[143]	[0.859]	0.9586
0.90	1	10	[15]	[0.097]	[143]	[0.862]	0.9586
0.90	2	1	[15]	[0.088]	[143]	[0.876]	0.9641
0.90	2	2	[15]	[0.091]	[143]	[0.878]	0.9696
0.90	2	3	[15]	[0.091]	[143]	[0.873]	0.9641
0.90	2	4	[15]	[0.094]	[143]	[0.865]	0.9586
0.90	2	5	[15]	[0.088]	[143]	[0.876]	0.9641
0.90	2	6	[15]	[0.094]	[143]	[0.881]	0.9751
0.90	2	7	[15]	[0.091]	[143]	[0.873]	0.9641
0.90	2	8	[15]	[0.088]	[143]	[0.876]	0.9641
0.90	2	9	[15]	[0.091]	[143]	[0.878]	0.9696
0.90	2	10	[15]	[0.091]	[143]	[0.876]	0.9669
0.90	3	1	[15]	[0.094]	[143]	[0.856]	0.9503
0.90	3	2	[15]	[0.091]	[143]	[0.859]	0.9503
0.90	3	3	[15]	[0.091]	[143]	[0.867]	0.9586
0.90	3	4	[15]	[0.094]	[143]	[0.867]	0.9613
0.90	3	5	[15]	[0.091]	[143]	[0.873]	0.9641
0.90	3	6	[15]	[0.091]	[143]	[0.870]	0.9613
0.90	3	7	[15]	[0.094]	[143]	[0.867]	0.9613
0.90	3	8	[15]	[0.097]	[143]	[0.865]	0.9613
0.90	3	9	[15]	[0.097]	[143]	[0.867]	0.9641
0.90	3	10	[15]	[0.094]	[143]	[0.873]	0.9669
0.90	4	1	[1, 14]	[0.008, 0.086]	[143]	[0.867]	0.9613
0.90	4	2	[15]	[0.091]	[143]	[0.867]	0.9586
0.90	4	3	[15]	[0.088]	[143]	[0.870]	0.9586
0.90	4	4	[15]	[0.097]	[143]	[0.867]	0.9641
0.90	4	5	[15]	[0.094]	[143]	[0.862]	0.9558
0.90	4	6	[15]	[0.094]	[143]	[0.867]	0.9613
0.90	4	7	[15]	[0.091]	[143]	[0.865]	0.9558
0.90	4	8	[15]	[0.094]	[143]	[0.867]	0.9613
0.90	4	9	[15]	[0.094]	[143]	[0.867]	0.9613
0.90	4	10	[15]	[0.094]	[143]	[0.870]	0.9641
0.90	5	1	[15]	[0.091]	[143]	[0.876]	0.9669
0.90	5	2	[15]	[0.094]	[143]	[0.870]	0.9641
0.90	5	3	[15]	[0.094]	[143]	[0.867]	0.9613
0.90	5	4	[15]	[0.094]	[143]	[0.867]	0.9613
0.90	5	5	[15]	[0.091]	[143]	[0.876]	0.9669
0.90	5	6	[15]	[0.094]	[143]	[0.862]	0.9558
0.90	5	7	[15]	[0.094]	[143]	[0.873]	0.9669
0.90	5	8	[15]	[0.094]	[143]	[0.862]	0.9558
0.90	5	9	[15]	[0.091]	[143]	[0.867]	0.9586
0.90	5	10	[15]	[0.094]	[143]	[0.867]	0.9613
0.90	6	1	[15]	[0.088]	[143]	[0.878]	0.9669
0.90	6	2	[15]	[0.091]	[143]	[0.870]	0.9613
0.90	6	3	[15]	[0.091]	[143]	[0.878]	0.9696
0.90	6	4	[15]	[0.091]	[143]	[0.876]	0.9669
0.90	6	5	[15]	[0.091]	[143]	[0.873]	0.9641
0.90	6	6	[15]	[0.094]	[143]	[0.873]	0.9669
0.90	6	7	[15]	[0.097]	[143]	[0.867]	0.9641
0.90	6	8	[15]	[0.102]	[143]	[0.865]	0.9669
0.90	6	9	[15]	[0.097]	[143]	[0.870]	0.9669
0.90	6	10	[15]	[0.102]	[143]	[0.862]	0.9641
0.90	1	1	[15]	[0.099]	[143]	[0.862]	0.9613
0.90	1	2	[15]	[0.097]	[143]	[0.856]	0.9530
0.90	1	3	[15]	[0.091]	[143]	[0.865]	0.9558
0.90	1	4	[15]	[0.091]	[143]	[0.867]	0.9586
0.90	1	5	[15]	[0.097]	[143]	[0.859]	0.9558
0.90	1	6	[15]	[0.099]	[143]	[0.856]	0.9558
0.90	1	7	[15]	[0.094]	[143]	[0.865]	0.9586
0.90	1	8	[15]	[0.097]	[143]	[0.862]	0.9586
0.90	1	9	[15]	[0.097]	[143]	[0.862]	0.9586
0.90	1	10	[15]	[0.097]	[143]	[0.856]	0.9530
0.90	2	1	[15]	[0.102]	[143]	[0.856]	0.9586
0.90	2	2	[15]	[0.102]	[143]	[0.862]	0.9641
0.90	2	3	[15]	[0.097]	[143]	[0.862]	0.9586
0.90	2	4	[15]	[0.099]	[143]	[0.854]	0.9530
0.90	2	5	[15]	[0.097]	[143]	[0.859]	0.9558
0.90	2	6	[15]	[0.097]	[143]	[0.859]	0.9558
0.90	2	7	[15]	[0.094]	[143]	[0.862]	0.9558
0.90	2	8	[15]	[0.094]	[143]	[0.856]	0.9503
0.90	2	9	[15]	[0.094]	[143]	[0.856]	0.9503
0.90	2	10	[15]	[0.097]	[143]	[0.865]	0.9613
0.90	3	1	[15]	[0.099]	[143]	[0.859]	0.9586
0.90	3	2	[15]	[0.099]	[143]	[0.865]	0.9641
0.90	3	3	[15]	[0.097]	[143]	[0.873]	0.9696
0.90	3	4	[15]	[0.097]	[143]	[0.876]	0.9724
0.90	3	5	[15]	[0.094]	[143]	[0.878]	0.9724
0.90	3	6	[15]	[0.094]	[143]	[0.876]	0.9696
0.90	3	7	[15]	[0.097]	[143]	[0.862]	0.9586
0.90	3	8	[15]	[0.099]	[143]	[0.862]	0.9613
0.90	3	9	[15]	[0.091]	[143]	[0.865]	0.9558
0.90	3	10	[15]	[0.094]	[143]	[0.870]	0.9641
0.90	4	1	[15]	[0.102]	[143]	[0.856]	0.9586
0.90	4	2	[15]	[0.102]	[143]	[0.856]	0.9586
0.90	4	3	[15]	[0.105]	[143]	[0.859]	0.9641
0.90	4	4	[15]	[0.099]	[143]	[0.862]	0.9613
0.90	4	5	[15]	[0.097]	[143]	[0.867]	0.9641
0.90	4	6	[15]	[0.097]	[143]	[0.865]	0.9613
0.90	4	7	[15]	[0.099]	[143]	[0.862]	0.9613
0.90	4	8	[15]	[0.102]	[143]	[0.856]	0.9586
0.90	4	9	[15]	[0.099]	[143]	[0.862]	0.9613
0.90	4	10	[15]	[0.105]	[143]	[0.865]	0.9696
0.90	5	1	[15]	[0.091]	[143]	[0.867]	0.9586
0.90	5	2	[15]	[0.094]	[143]	[0.865]	0.9586
0.90	5	3	[15]	[0.097]	[143]	[0.862]	0.9586
0.90	5	4	[15]	[0.097]	[143]	[0.862]	0.9586
0.90	5	5	[15]	[0.094]	[143]	[0.862]	0.9558
0.90	5	6	[15]	[0.091]	[143]	[0.856]	0.9475
0.90	5	7	[15]	[0.091]	[143]	[0.854]	0.9448
0.90	5	8	[15]	[0.097]	[143]	[0.856]	0.9530
0.90	5	9	[15]	[0.094]	[143]	[0.848]	0.9420
0.90	5	10	[15]	[0.097]	[143]	[0.856]	0.9530
0.90	6	1	[1, 14]	[0.008, 0.091]	[143]	[0.856]	0.9558
0.90	6	2	[1, 14]	[0.008, 0.088]	[143]	[0.862]	0.9586
0.90	6	3	[1, 14]	[0.008, 0.091]	[143]	[0.856]	0.9558
0.90	6	4	[1, 14]	[0.008, 0.088]	[143]	[0.859]	0.9558
0.90	6	5	[14, 1]	[0.097, 0.008]	[143]	[0.851]	0.9558
0.90	6	6	[1, 14]	[0.006, 0.083]	[143]	[0.867]	0.9558
0.90	6	7	[14, 1]	[0.088, 0.008]	[143]	[0.856]	0.9530
0.90	6	8	[1, 14]	[0.008, 0.091]	[143]	[0.859]	0.9586
0.90	6	9	[1, 14]	[0.003, 0.088]	[143]	[0.862]	0.9530
0.90	6	10	[1, 14]	[0.003, 0.088]	[143]	[0.870]	0.9613
0.90	1	1	[15]	[0.099]	[143]	[0.856]	0.9558
0.90	1	2	[15]	[0.099]	[143]	[0.848]	0.9475
0.90	1	3	[15]	[0.099]	[143]	[0.859]	0.9586
0.90	1	4	[15]	[0.097]	[143]	[0.854]	0.9503
0.90	1	5	[15]	[0.097]	[143]	[0.856]	0.9530
0.90	1	6	[15]	[0.097]	[143]	[0.859]	0.9558
0.90	1	7	[15]	[0.094]	[143]	[0.867]	0.9613
0.90	1	8	[15]	[0.099]	[143]	[0.854]	0.9530
0.90	1	9	[15]	[0.099]	[143]	[0.856]	0.9558
0.90	1	10	[15]	[0.099]	[143]	[0.862]	0.9613
0.90	2	1	[1, 13, 1]	[0.008, 0.086, 0.006]	[143]	[0.867]	0.9669
0.90	2	2	[1, 1, 13]	[0.008, 0.006, 0.083]	[143]	[0.865]	0.9613
0.90	2	3	[1, 14]	[0.006, 0.088]	[143]	[0.867]	0.9613
0.90	2	4	[1, 14]	[0.006, 0.088]	[143]	[0.865]	0.9586
0.90	2	5	[14, 1]	[0.088, 0.006]	[143]	[0.856]	0.9503
0.90	2	6	[14, 1]	[0.086, 0.006]	[143]	[0.865]	0.9558
0.90	2	7	[14, 1]	[0.088, 0.006]	[143]	[0.867]	0.9613
0.90	2	8	[14, 1]	[0.088, 0.006]	[143]	[0.865]	0.9586
0.90	2	9	[1, 14]	[0.006, 0.088]	[143]	[0.862]	0.9558
0.90	2	10	[1, 14]	[0.006, 0.086]	[143]	[0.870]	0.9613
0.90	3	1	[14, 1]	[0.091, 0.008]	[143]	[0.859]	0.9586
0.90	3	2	[14, 1]	[0.086, 0.008]	[143]	[0.867]	0.9613
0.90	3	3	[14, 1]	[0.091, 0.008]	[143]	[0.862]	0.9613
0.90	3	4	[14, 1]	[0.091, 0.008]	[143]	[0.865]	0.9641
0.90	3	5	[1, 14]	[0.008, 0.097]	[143]	[0.856]	0.9613
0.90	3	6	[1, 14]	[0.008, 0.091]	[143]	[0.856]	0.9558
0.90	3	7	[14, 1]	[0.094, 0.008]	[143]	[0.859]	0.9613
0.90	3	8	[1, 14]	[0.008, 0.091]	[143]	[0.859]	0.9586
0.90	3	9	[1, 14]	[0.008, 0.094]	[143]	[0.854]	0.9558
0.90	3	10	[14, 1]	[0.094, 0.008]	[143]	[0.851]	0.9530
0.90	4	1	[15]	[0.099]	[143]	[0.862]	0.9613
0.90	4	2	[15]	[0.099]	[143]	[0.865]	0.9641
0.90	4	3	[15]	[0.099]	[143]	[0.865]	0.9641
0.90	4	4	[15]	[0.099]	[142, 1]	[0.854, 0.006]	0.9586
0.90	4	5	[15]	[0.099]	[143]	[0.862]	0.9613
0.90	4	6	[15]	[0.099]	[143]	[0.865]	0.9641
0.90	4	7	[15]	[0.099]	[143]	[0.859]	0.9586
0.90	4	8	[15]	[0.099]	[143]	[0.865]	0.9641
0.90	4	9	[15]	[0.099]	[143]	[0.867]	0.9669
0.90	4	10	[15]	[0.099]	[143]	[0.862]	0.9613
0.90	5	1	[14, 1]	[0.086, 0.006]	[143]	[0.867]	0.9586
0.90	5	2	[14, 1]	[0.083, 0.006]	[143]	[0.876]	0.9641
0.90	5	3	[14, 1]	[0.086, 0.006]	[143]	[0.870]	0.9613
0.90	5	4	[1, 14]	[0.006, 0.091]	[143]	[0.865]	0.9613
0.90	5	5	[14, 1]	[0.086, 0.008]	[143]	[0.867]	0.9613
0.90	5	6	[1, 14]	[0.008, 0.083]	[143]	[0.865]	0.9558
0.90	5	7	[14, 1]	[0.080, 0.008]	[143]	[0.862]	0.9503
0.90	5	8	[14, 1]	[0.083, 0.006]	[143]	[0.862]	0.9503
0.90	5	9	[14, 1]	[0.083, 0.008]	[143]	[0.870]	0.9613
0.90	5	10	[14, 1]	[0.088, 0.008]	[143]	[0.867]	0.9641
0.90	6	1	[15]	[0.094]	[143]	[0.865]	0.9586
0.90	6	2	[15]	[0.091]	[143]	[0.862]	0.9530
0.90	6	3	[15]	[0.094]	[143]	[0.867]	0.9613
0.90	6	4	[15]	[0.097]	[143]	[0.851]	0.9475
0.90	6	5	[15]	[0.091]	[143]	[0.851]	0.9420
0.90	6	6	[15]	[0.094]	[143]	[0.859]	0.9530
0.90	6	7	[15]	[0.094]	[143]	[0.856]	0.9503
0.90	6	8	[15]	[0.097]	[143]	[0.856]	0.9530
0.90	6	9	[15]	[0.099]	[143]	[0.848]	0.9475
0.90	6	10	[15]	[0.099]	[143]	[0.854]	0.9530
